3456,"{4097, 8194, 2823, 11527, 4619, 6539, 398, 1937, 10522, 13467, 2459, 6301, 1311, 6438, 10665, 15146, 6827, 10925, 12206, 6575, 12463, 7732, 948, 9527, 1593, 5179, 6717, 5182, 7105, 834, 6469, 11465, 13898, 10878, 3020, 12752, 10833, 467, 12119, 14807, 13402, 9052, 477, 6621, 8417, 7550, 11366, 4071, 5869, 13294, 2294, 6651, 12668, 6654}"
3527,"{1, 2690, 7299, 14342, 7558, 6923, 270, 11025, 5913, 2721, 10531, 4008, 2732, 12204, 14765, 1329, 12723, 9908, 4149, 1206, 10423, 13502, 13248, 9543, 12743, 3017, 10954, 5965, 206, 14291, 855, 15065, 5736, 5610, 1387, 1260, 14320, 9336}"
3864,"{8617, 3635, 1}"
3920,"{1, 15235, 4400, 2772, 14964, 10777, 13370, 4671}"
5248,"{1, 10584, 2084, 1798, 11014, 4042, 5900, 5360, 10226, 2292, 14549, 4472, 953, 4314, 4280}"
6111,"{1, 8194, 8833, 3206, 1416, 1672, 2440, 12682, 3213, 9102, 11535, 4111, 14737, 6418, 6931, 4754, 6040, 14873, 8478, 671, 6175, 7584, 5154, 547, 5922, 3365, 8997, 15264, 13612, 9268, 5303, 4920, 13502, 10559, 15167, 3007, 4292, 11077, 7876, 12999, 13000, 2633, 6478, 14926, 14799, 10068, 14421, 5974, 6356, 213, 10844, 9309, 13794, 13539, 10091, 3952, 8434, 14451, 10996, 13812, 11510, 15351, 11384}"
6249,"{8898, 5636, 5637, 6345, 4558, 4111, 1871, 15310, 9390, 1263, 6398}"
6703,"{1, 12162, 5252, 402, 5522, 2965, 1052, 2856, 7083, 1198, 11694, 8625, 4668, 5310, 12745, 14794, 4307, 14549, 4185, 10331, 8033, 9960, 12267, 365, 111, 12015, 13305, 3708, 10109}"
7393,"{1, 14724, 14341, 5896, 8203, 5260, 4111, 272, 10898, 14227, 5144, 9497, 6175, 14115, 12324, 298, 5162, 12075, 1963, 4011, 9263, 8625, 9779, 5940, 179, 4026, 8635, 13500, 14014, 6079, 4928, 4673, 13121, 194, 3779, 11718, 13000, 11342, 5070, 12369, 13523, 10068, 6357, 11097, 7897, 9052, 4829, 13157, 11625, 9708, 1133, 14572, 13298, 11638, 7287, 3450, 3710, 6271}"
11618,"{1857, 4900, 8874, 5290, 8747, 9454, 503, 5593, 2684}"
14227,"{4898, 13179, 13511, 7083, 3020, 8847, 10512, 4881, 7578, 11353, 8762, 2107, 3228, 477}"
16571,"{3456, 1, 2436, 4742, 9734, 14093, 12048, 3728, 11283, 13720, 13338, 27, 10523, 7965, 5018, 11935, 10271, 4002, 10531, 1699, 2211, 5540, 8614, 14632, 7336, 15016, 6827, 9781, 10810, 1726, 9150, 5440, 9286, 11462, 9937, 1626, 3674, 8667, 11367, 616, 14186, 1260, 6636, 238, 12015, 760, 13817, 12922, 10109}"
19022,"{1, 12932, 9860, 8208, 7191, 7706, 2080, 9504, 6822, 14118, 424, 7088, 5940, 10294, 4154, 11718, 12626, 7508, 3543, 11358, 5862, 4328, 12267, 365, 7665, 7283, 9204, 1654, 2550, 3582}"
19478,"{14981, 7817, 267, 11787, 5900, 269, 11660, 13716, 4629, 6551, 11418, 14492, 15008, 1827, 13092, 12967, 9898, 10672, 3381, 6584, 7609, 5179, 12733, 8512, 10048, 6337, 6469, 4166, 7109, 11718, 7245, 2382, 2895, 1616, 463, 3281, 13270, 5592, 9432, 8026, 13274, 4315, 11996, 6621, 12643, 4072, 5869, 7790, 12015, 15089, 14709, 2166, 887, 12662, 13177, 122}"
19629,{1}
20484,"{4736, 1, 8833, 4097, 13970, 6931, 12822, 11291, 1055, 11041, 5289, 3888, 3635, 3900, 13248, 4933, 842, 12752, 2517, 12120, 10841, 3422, 4064, 7393, 10595, 5736, 5610, 9708, 6385, 8693, 9078, 6651}"
21101,"{1, 14727, 11659, 7437, 9230, 13200, 5540, 2854, 10664, 425, 6827, 11951, 4919, 1602, 4162, 6469, 11718, 6355, 4567, 14936, 863, 5225, 11502, 13166, 496, 4603}"
21195,"{7817, 10665, 2157, 5966, 13072}"
22932,"{2048, 1, 2562, 8833, 2436, 9860, 520, 9246, 3118, 2107, 3901, 9279, 6985, 14681, 14810, 2657, 2274, 10344, 9708, 11122, 7287}"
23507,"{1, 6146, 8321, 6792, 11786, 1165, 12303, 8978, 5522, 8082, 5143, 7194, 7967, 9376, 1312, 11041, 9247, 808, 6697, 13993, 1449, 2732, 14509, 6702, 13358, 1836, 8620, 14771, 9268, 7606, 12343, 8638, 7360, 6725, 9927, 10057, 6090, 1356, 12622, 13519, 14798, 10705, 4178, 12499, 6484, 11221, 3287, 8280, 1625, 1242, 4443, 5079, 2909, 6104, 4832, 10720, 7397, 10597, 7913, 9065, 2412, 14828, 5363, 13940, 7667, 10228, 13815}"
25533,"{14208, 2310, 12395, 14957, 5070, 2128, 7287, 2231, 12444}"
27660,"{5120, 1, 2562, 12162, 9860, 260, 9350, 11529, 8203, 3468, 14736, 5650, 533, 7965, 10527, 5152, 5793, 11041, 1067, 1836, 7083, 5038, 3375, 13488, 11953, 5425, 8243, 6065, 12723, 3894, 4532, 8889, 4154, 9529, 4284, 7098, 14014, 6469, 12743, 8777, 8905, 5836, 12877, 8912, 10450, 11603, 7124, 14037, 12758, 11867, 9052, 13792, 7777, 2276, 12901, 10469, 743, 12134, 15206, 8042, 14443, 8939, 12909, 365, 487, 5363, 8053, 12790, 1655, 12261, 3450, 7932, 8959}"
28083,"{1, 1793, 1798, 4232, 1162, 5140, 7191, 4124, 4516, 1963, 13870, 8887, 3640, 4281, 14392, 8379, 9548, 9805, 6233, 2788, 12134, 9454, 10875, 13180}"
30478,"{7362, 8406}"
33173,"{11264, 1, 11270, 2058, 13322, 10257, 4636, 36, 6189, 6701, 5175, 13370, 9790, 5189, 583, 9799, 7252, 14427, 12380, 7774, 9822, 7776, 7265, 12387, 10341, 9319, 5739, 14968, 7291, 13435, 6268, 12934, 1674, 2211, 4261, 9383, 12455, 2224, 13488, 3774, 7876, 15054, 6352, 2257, 11474, 9427, 11480, 2779, 4828, 14558, 6879, 743, 5867, 9966, 10996, 3829, 6390, 760, 13561, 14587, 2813, 3326, 782, 8473, 2333, 7965, 13598, 14624, 803, 6438, 5417, 4411, 4923, 7485, 5441, 322, 9029, 13126, 11080, 7500, 2899, 2398, 10090, 7020, 15212, 13169, 5490, 12146, 374, 9602, 9101, 5518, 12685, 8594, 14231, 1952, 2977, 1449, 4011, 5555, 2486, 4026, 6079, 4032, 13251, 13764, 14790, 1991, 10186, 974, 5070, 4048, 12760, 989, 6120, 7145, 2548, 10229}"
33213,"{416, 1, 354, 6019, 1793, 14087, 2057, 10729, 14891, 13870, 11344, 3888, 14320, 1975, 13338, 10109}"
33603,"{1, 14342, 6024, 11657, 2699, 9741, 525, 8206, 1165, 8335, 6800, 5903, 6415, 3473, 12822, 2839, 10777, 2075, 6175, 9247, 5793, 3749, 2854, 551, 13351, 14120, 2346, 7078, 6055, 9390, 11953, 8625, 3123, 6452, 12723, 7351, 2360, 6716, 7101, 10048, 4161, 5058, 13381, 12101, 10181, 6216, 11718, 7242, 3529, 4042, 14794, 7629, 10447, 13007, 5455, 4558, 6230, 5974, 9562, 1115, 11867, 6875, 2654, 13019, 863, 6624, 5093, 8167, 8939, 14572, 240, 10480, 13298, 14196, 3325}"
7758,"{1793, 7586, 2, 13857, 9243}"
5475,{3}
21996,"{3, 6539, 7442, 10772, 14239, 11810, 13868, 4653, 1732, 12745, 4175, 9168, 12369, 14672, 983, 12120, 8665, 3679, 995, 2531, 12015, 13305}"
26889,"{2829, 12944, 1942, 10654, 818, 8628, 10810, 10432, 14533, 10440, 14794, 2382, 14288, 5987, 6115, 6500, 8293, 11109, 12392, 14823, 1003, 4847, 12911, 8564, 14713, 10109, 7550}"
28153,"{320, 14818, 3, 6345, 4684, 13868, 13070, 4653, 10068, 3446, 2870, 13305, 7550}"
23217,"{8544, 3748, 4, 6087, 6827, 973, 5869, 687, 3121, 3507, 8307, 9365, 11958, 6357, 1242, 10747, 9213}"
25656,"{8323, 4, 2696, 9996, 10000, 12177, 6803, 149, 12822, 13338, 924, 2468, 14117, 6438, 14632, 1705, 5682, 11708, 1726, 4414, 13119, 4933, 1353, 1611, 2124, 12366, 206, 863, 2657, 1637, 1640, 8296, 5869, 14198, 3576}"
2164,"{2370, 612, 5, 198, 8136, 11241, 8427, 4716, 14925, 12267, 9454, 7578, 6738, 1529, 13209, 11291, 10201, 1755}"
3100,"{2048, 5, 8295, 10119, 12395, 4668}"
11012,"{11659, 10636, 907, 10128, 1937, 6418, 921, 6941, 6176, 12704, 2213, 9767, 13739, 8243, 52, 309, 2106, 12860, 13631, 1989, 1620, 11898, 4576, 10086, 12908, 12784, 14705, 630, 1786}"
17815,"{4864, 8193, 11266, 1027, 640, 5, 12299, 6028, 11919, 658, 1426, 6804, 13717, 11160, 10777, 6941, 13470, 11553, 12833, 419, 2084, 1318, 2854, 6442, 7853, 11313, 8242, 12470, 7287, 13112, 6331, 573, 10558, 10815, 2880, 15174, 1993, 7113, 3532, 13007, 10068, 1624, 2524, 2145, 9063, 6888, 15343, 13298, 3315, 756, 9971, 7159, 2808, 6393, 6651, 1023}"
20252,{5}
33755,"{9472, 11392, 1283, 2564, 390, 7817, 8466, 10898, 6291, 12434, 6809, 12957, 4125, 12582, 1063, 1320, 14632, 5166, 9774, 6904, 4529, 3123, 2995, 3637, 14392, 2490, 11450, 1603, 11716, 10565, 4805, 8519, 12752, 11090, 11218, 15315, 13141, 3451, 1113, 4570, 8922, 349, 15197, 486, 10088, 4201, 10990, 2159, 1137, 630, 14967, 1654, 10105, 2811, 14204, 381}"
7675,{3929}
10113,{7}
18857,{7}
21701,set()
3981,set()
4244,"{4100, 8, 2953, 14737, 8471, 8856, 1052, 423, 6705, 3635, 3637, 14135, 2747, 1732, 9297, 12757, 14549, 599, 3287, 7393, 10086, 9708, 13169, 9849, 13182}"
5681,"{8, 10677}"
10028,{8}
10766,{8}
14716,"{8017, 12015}"
14976,"{4416, 67, 8, 11868, 15071}"
17701,"{8, 10810, 9886}"
17924,"{8, 4794}"
19841,set()
23431,"{8, 6540, 12015, 14418, 12788, 15069}"
24440,"{8, 14681, 1482}"
24514,{8}
25912,"{995, 8, 6345, 12745, 5704, 3502, 12752, 1852, 6207}"
27648,{8}
30979,"{6313, 7619}"
3674,"{11392, 13826, 8968, 5260, 14736, 2582, 3997, 9246, 927, 14110, 5793, 6175, 6438, 937, 1705, 7853, 686, 303, 8625, 9394, 11188, 15161, 13502, 2113, 834, 842, 460, 11087, 5327, 467, 5974, 10966, 13912, 11484, 9949, 12257, 10985, 3051, 2412, 7545, 7802, 3708}"
31444,"{547, 14212, 14981, 9, 8938, 8989, 2286, 11567, 6510, 4529, 721, 3667, 10132, 13298, 9590, 7287, 9342, 1755, 13021, 10366}"
17463,"{14208, 4226, 2827, 9227, 3085, 2063, 13456, 5649, 4754, 6416, 8594, 5783, 14872, 2329, 9117, 7965, 9374, 5152, 10527, 12835, 13094, 7593, 4780, 5807, 1328, 5425, 10418, 3635, 4529, 4917, 8625, 10423, 2360, 700, 12991, 14273, 4934, 1608, 3401, 1995, 13132, 3409, 978, 5716, 6741, 1236, 10198, 8792, 12377, 5977, 10712, 12380, 6750, 9060, 8294, 15078, 4970, 5994, 11755, 2288, 5107, 10100, 2166, 12407, 11638, 10618}"
21660,{10}
21606,"{11137, 10981, 13511, 14441, 11, 5167, 402, 820, 6807, 14616, 7674, 13082, 9050, 1790}"
7053,set()
21027,{12}
5861,"{12963, 3748, 3941, 8518, 12648, 8203, 4011, 3020, 2735, 3216, 9647, 9680, 11890, 6164, 7549, 3518, 4639}"
9855,"{354, 12903, 1178, 4829, 13, 1358, 4111, 8762, 8917, 1082, 6556, 6717}"
3771,"{12386, 2182, 12822, 14}"
11147,"{7428, 13511, 14472, 10510, 6351, 7855, 7634, 1746, 10453, 11735, 10776, 10205}"
16891,"{5636, 5906, 13716, 14745, 7578, 13338, 547, 8745, 4011, 8638, 10565, 974, 591, 5968, 8782, 1746, 8146, 1236, 10832, 1257, 4978}"
25939,"{5632, 5249, 1411, 10757, 525, 14, 1165, 11918, 15252, 7578, 667, 4508, 2846, 5152, 12322, 2982, 6439, 1705, 8242, 3507, 10296, 10810, 4026, 6844, 7101, 9279, 14532, 6469, 4805, 11718, 6345, 11465, 11977, 7629, 3959, 12752, 855, 10458, 6621, 7391, 13795, 8939, 9708, 6381, 5998, 7918, 1137, 10612, 15351}"
30091,"{13953, 8345, 3748, 3077, 1768, 8777, 11465, 8729, 4174, 3249, 13428, 11221, 2360, 10617, 11996, 8095}"
33679,"{3425, 10436, 11789, 3502, 14, 15280, 15261}"
1686,"{11041, 12516, 6888, 6153, 8906, 6827, 6253, 3406, 15, 8145, 3635, 406, 7896, 8248, 14588}"
4949,"{3171, 12015, 14736, 4721, 629}"
13298,"{14753, 6109, 3894, 15}"
25363,"{13570, 2950, 9736, 15114, 15, 10512, 5522, 5143, 8856, 920, 795, 9246, 2720, 13473, 4132, 6438, 10920, 15016, 3754, 4011, 2862, 436, 6709, 9014, 14904, 6072, 5049, 827, 4668, 8636, 9404, 13119, 8638, 1984, 3778, 13251, 10052, 12613, 4292, 10950, 11725, 12496, 9297, 10065, 10705, 7380, 5845, 3543, 14936, 11867, 14684, 7529, 235, 1260, 12015, 5490, 5494, 12664, 1275, 10237, 13182}"
33993,"{1602, 8293, 6120, 11465, 12267, 7886, 6745, 6357, 11801, 3739, 5660, 1246}"
1892,set()
3011,set()
3388,{16}
3990,set()
5147,set()
5637,set()
6201,{16}
7281,{16}
7692,set()
15691,{16}
19733,set()
23696,{16}
8110,"{12288, 14209, 10180, 11686, 12587, 2611, 7222, 9501}"
22328,"{14208, 4097, 11524, 1672, 8204, 10509, 17, 12822, 10917, 2215, 6827, 1836, 2732, 10415, 12855, 11708, 4673, 6090, 3406, 6478, 14159, 2772, 14549, 2145, 12259, 6887, 365, 375, 2682, 11006}"
23805,"{10539, 5006}"
33780,"{1664, 12290, 9227, 8208, 9104, 11284, 8340, 11030, 7062, 1052, 3997, 14239, 1825, 163, 1446, 6439, 10410, 8363, 15018, 10290, 3635, 14002, 10169, 2492, 13502, 5056, 4161, 13387, 1740, 2253, 14798, 2640, 6877, 12259, 8420, 486, 4844, 6384, 14705, 7410, 7283, 15356, 4222}"
11042,"{4218, 5035, 1212, 1935}"
13649,"{416, 2946, 8907, 7020, 3341, 13870, 13716, 7061, 10810, 7191, 14872, 1721, 8634, 2107}"
14629,"{1602, 8293, 8357, 40, 14542, 7918, 18, 13429, 8406, 10294, 10616, 1340, 1565}"
14669,"{4736, 6671, 18, 4499, 6038, 12695, 11930, 416, 2849, 547, 12581, 7336, 8634, 1212, 3780, 13386, 14155, 1236, 7893, 15074, 15207, 5996, 4717, 5869, 9583, 1522, 11378, 8564, 10228, 5116}"
14878,"{770, 13573, 1420, 18, 13970, 13716, 152, 1438, 12702, 5793, 8228, 13606, 7976, 6827, 3375, 12342, 3767, 12352, 13761, 10307, 4813, 6478, 4177, 6371, 7918, 6385, 6258, 6651}"
15917,"{2946, 12162, 4613, 135, 12301, 18, 1299, 6163, 14226, 6166, 11412, 9366, 13978, 4641, 6179, 5668, 3491, 4135, 10794, 7083, 6830, 3635, 10552, 13757, 6592, 10432, 14914, 1218, 3266, 8398, 14542, 14547, 8532, 2392, 14424, 3034, 1632, 4064, 871, 14057, 234, 1522, 8053}"
16511,"{1793, 9060, 6438, 520, 11528, 8907, 10797, 3118, 12752, 11121, 18, 4178, 8373, 10294, 12919, 3413, 14073, 4922, 10011, 9407}"
17107,"{13697, 5641, 18, 14226, 13338, 12575, 10271, 9646, 2359, 12219, 3003, 13376, 14914, 14404, 6469, 6471, 3018, 5068, 6478, 9555, 10325, 11862, 2263, 11483, 226, 12777, 9195, 3308, 3822, 9078, 5495, 765}"
17782,"{644, 6148, 7045, 4615, 520, 5775, 18, 12822, 12444, 1565, 296, 14248, 3761, 8625, 10547, 9014, 10294, 14905, 14410, 5068, 8281, 11481, 5724, 15336, 3561, 7147, 11501, 14958, 7023, 3822, 5873, 14833, 9078, 11511}"
19907,"{2944, 7045, 3975, 15368, 648, 1675, 18, 7314, 12692, 13204, 662, 9366, 13338, 7067, 1055, 5793, 9635, 5668, 12581, 3367, 14632, 14512, 8625, 13490, 10365, 13500, 3901, 15295, 3911, 11592, 11337, 14542, 12116, 5718, 5336, 6106, 11357, 4574, 3040, 4067, 5610, 13166, 9333, 5116, 10749}"
20428,"{3200, 8963, 7684, 9356, 5134, 18, 2837, 3226, 2854, 2732, 3375, 5171, 1721, 3901, 14014, 14655, 2128, 10068, 6239, 864, 2145, 11361, 3172, 1385, 13166, 1775, 6903, 6140}"
20959,"{9361, 2754, 14065}"
22513,"{10368, 4899, 8357, 13289, 2251, 662, 8281}"
24479,"{8585, 4107, 7435, 9996, 3346, 18, 12948, 10397, 10142, 9122, 14627, 5540, 10616, 2477, 13870, 7219, 11059, 184, 2107, 1340, 11068, 8637, 11204, 4422, 12359, 6855, 6731, 6478, 5711, 9935, 12752, 14163, 8040, 13417, 13166, 3190, 6391, 14198, 8187}"
27604,"{5197, 12919}"
29260,"{7300, 8330, 141, 12692, 662, 2070, 4250, 2211, 6438, 6827, 13870, 1972, 2105, 14549, 7000, 11617, 7272, 1385, 7918, 4591, 12919, 6651}"
32019,"{7684, 12168, 15245, 18, 3474, 2070, 13338, 14106, 1659, 4130, 547, 12068, 2085, 6438, 8866, 7588, 8357, 6054, 14247, 5801, 5293, 6446, 13490, 4403, 12723, 7350, 2105, 4154, 1338, 14266, 3901, 6333, 10560, 12352, 3266, 454, 14790, 8905, 8651, 12752, 7893, 4957, 6365, 9833, 15210, 13166, 6385, 10740, 10997, 9334, 2679, 10616, 14073, 6390, 6651, 6396, 5759}"
36855,"{4736, 11396, 4492, 5775, 6264, 1565, 416, 10147, 677, 7079, 4776, 5289, 7085, 13870, 3118, 3761, 1721, 14266, 1594, 11453, 10432, 9795, 10181, 8009, 842, 6093, 12752, 14549, 2134, 8406, 1755, 8541, 226, 13166, 9328, 12919, 10616}"
4911,set()
10820,{6357}
11366,"{6400, 15361, 10883, 8963, 12293, 8456, 1416, 15114, 2701, 11917, 4111, 8720, 14736, 14737, 19, 14484, 7445, 406, 7191, 1430, 14107, 7965, 11422, 13598, 3361, 4386, 2083, 3748, 11041, 12582, 15265, 3499, 4273, 3507, 12723, 1078, 10681, 13241, 7611, 4668, 12991, 15174, 2247, 6087, 842, 11724, 3405, 8013, 9297, 6738, 2001, 9433, 7513, 3676, 6621, 15327, 4194, 5859, 12643, 12259, 7910, 13927, 11755, 4461, 111, 10095, 4464, 7282, 14451, 7536, 3701, 2932, 15351, 8053, 13810, 5108, 14206}"
12750,"{3748, 13830, 13511, 9548, 5869, 1973, 11961, 11868}"
16397,"{14595, 19, 4716, 11524}"
19036,"{14464, 14369, 13446, 5325, 8335, 9181, 11282, 4244, 15261}"
19188,"{8512, 9090, 12995, 11810, 2277, 4714, 11050, 14796, 3055, 19, 13043, 8470, 7550}"
24063,set()
26454,"{14208, 10756, 2823, 5769, 7179, 5899, 19, 12568, 5151, 2212, 6441, 7855, 9648, 15280, 5759, 9012, 1590, 3894, 13500, 11966, 14276, 5829, 14541, 6478, 13141, 10584, 2145, 3433, 14572, 8557, 9325, 11634, 5371, 2684, 1791}"
32956,"{7936, 9346, 14235, 12833, 4386, 8228, 14118, 14632, 298, 9279, 15175, 11464, 14153, 4042, 5070, 12369, 12759, 863, 1002, 7020, 14572, 5360, 6002, 2548, 9464, 9849}"
960,"{7684, 2310, 3846, 10128, 915, 20, 12961, 9254, 3371, 8243, 4027, 14523, 15174, 13284, 10086, 2409, 9708, 13166, 13169, 7287, 13178, 6651, 7804}"
1853,"{6818, 7779, 11686, 6087, 168, 15369, 13481, 7594, 6347, 10985, 9708, 365, 2800, 13716, 1430, 7287, 12666, 8479}"
17587,"{14794, 6827, 11237, 15127}"
20620,"{6528, 2692, 1926, 4616, 14472, 7817, 8204, 7698, 3218, 20, 1685, 6551, 8471, 5144, 9883, 12188, 3997, 9117, 1564, 12316, 13724, 4386, 2851, 4132, 8357, 9508, 6565, 14632, 10794, 2091, 5676, 15018, 6827, 2346, 7470, 4011, 7083, 8109, 12206, 945, 7287, 10809, 2301, 4668, 11967, 9535, 11072, 13121, 4422, 3271, 11208, 1353, 13389, 8783, 14159, 3153, 13907, 10068, 2646, 2263, 13912, 5208, 5974, 2395, 11996, 4701, 5469, 13794, 12259, 9191, 13799, 7913, 8042, 8941, 111, 1263, 2548, 12023, 14968, 14588, 5117, 15102}"
25888,{20}
12656,"{3168, 11969, 10880, 10947, 7570, 21, 8790, 15103}"
35760,"{12480, 1793, 13248, 13242, 13127, 2568, 13928, 2025, 9388, 9548, 5869, 11375, 13298, 14739, 7380, 21, 11800, 5593, 5050, 8892}"
603,"{10646, 11286, 2590, 6944, 1188, 11686, 6956, 7862, 12987, 9278, 10432, 321, 4934, 6600, 3020, 6092, 6614, 736, 5217, 7393, 6631, 12015, 11122, 2549, 638, 1535}"
2050,"{7817, 15371, 2701, 1681, 10646, 4386, 11810, 3748, 8228, 683, 10109, 6202, 10181, 1107, 2399, 7265, 4588, 4846, 4210, 14198, 9849, 11643, 7549}"
5361,"{15136, 11201, 1858, 5921, 5543, 5546, 12109, 4685, 1934, 12048, 10513, 7855, 7062, 5079, 4350}"
10645,"{14602, 6411, 13458, 8340, 7967, 3748, 15146, 1836, 5805, 12974, 14400, 6090, 3287, 12888, 347, 6763, 3954, 9587, 14196, 15219, 759, 1914}"
19637,"{6529, 653, 1680, 13840, 12305, 22, 12698, 9761, 6818, 13612, 2354, 10166, 11192, 8763, 9807, 5719, 14681, 7257, 857, 10078, 2017, 5218, 4069, 11879, 3048, 13162, 12015, 14461}"
19785,"{10496, 2696, 9608, 10251, 22, 12822, 5152, 13731, 3748, 5544, 3507, 1205, 10294, 3776, 10432, 12992, 10181, 6096, 6353, 9682, 7507, 1236, 8660, 855, 7639, 2905, 6634, 8564, 9213, 13694}"
