1,"{3456, 11618, 6249, 21195, 30478, 14227, 19478, 25533}"
2,set()
3,{26889}
4,set()
5,"{33755, 11012}"
7,"{7675, 21701}"
8,"{19841, 30979, 14716, 3981}"
9,{3674}
10,{17463}
11,set()
12,{7053}
13,{5861}
14,"{11147, 30091, 16891}"
15,"{33993, 4949}"
16,"{3011, 1892, 5637, 7692, 19733, 3990, 5147}"
17,"{33780, 23805, 8110}"
18,"{11042, 29260, 13649, 22513, 27604, 36855, 33213, 20959}"
19,"{10820, 12750, 4911, 19036, 32956, 24063}"
20,"{17587, 1853}"
21,set()
22,"{5361, 2050, 603, 10645}"
23,set()
24,{3216}
25,"{23673, 35226, 34679}"
26,set()
27,"{18787, 11237}"
28,"{2561, 29447, 5128, 19981, 7183, 1182, 27562, 15917, 25008, 9908, 18741, 9535, 35649, 14535, 32083, 23265, 33260, 21101, 6254, 33520, 2804, 1144, 21372}"
29,set()
30,{13241}
31,set()
32,{2404}
33,set()
34,{18660}
35,"{34141, 5366}"
36,"{9233, 8447, 22029, 1247}"
37,{36409}
38,"{6570, 6516, 9038}"
39,"{28688, 17207}"
40,"{15917, 14669}"
41,set()
42,"{24547, 35831}"
43,{4483}
44,set()
45,{15895}
46,{19153}
47,{1654}
48,{19332}
49,"{17380, 1910}"
50,"{17833, 10059, 14669, 29005, 23949, 10546, 14264}"
51,"{19426, 13718, 6574}"
52,"{7859, 7164}"
53,"{17137, 23109}"
54,"{12937, 3986, 25787, 12077}"
55,"{22659, 27817, 15889, 21106, 23285, 5015, 36990}"
56,{31638}
57,"{34403, 31037}"
58,{12841}
59,"{1185, 9420, 29239}"
60,set()
61,{36620}
62,set()
63,"{7992, 28043, 21644}"
64,"{12200, 9894}"
65,{11724}
66,{21412}
67,{4549}
68,set()
69,"{14592, 14754, 10245, 18186, 14027, 13931, 14388, 27288}"
70,"{32802, 34434, 32260, 17037, 35481}"
71,"{16153, 15687}"
72,{31992}
73,set()
74,"{16685, 35327}"
75,set()
76,{14583}
77,set()
78,set()
79,"{25409, 16716}"
80,"{32571, 27070}"
81,{22813}
82,set()
83,"{15483, 15636}"
84,"{960, 29314, 23622, 25619, 5494, 17111, 4278, 4508, 16253}"
85,"{8156, 33780}"
86,set()
87,{25015}
88,"{31936, 4448, 34920, 18383, 3120, 4082, 13490, 31253, 250}"
89,set()
90,{4249}
91,"{34473, 17988}"
92,set()
93,"{10625, 28634, 12139}"
94,"{10488, 4105, 10262}"
